Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
MCCTI;Culturas Digitais, Fãs e Web 2.0;01727TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;47;VERDADEIRO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Gestão das Operações e da Cadeia de Abastecimento;03745TP01;IGE-D2, IGE-D1;66;FALSO;VERDADEIRO;Seg;08:00:00;09:30:00;28/11/2022;Sala/anfiteatro aulas;AA3.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Gestão das Operações e da Cadeia de Abastecimento;03745TP01;IGE-D2, IGE-D1;66;FALSO;VERDADEIRO;Sex;08:00:00;09:30:00;02/12/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LCP, LSS-PL, LS, LS-PL;Modernidade e Questão Social;L6121TP03;SS-PL-A1;28;FALSO;FALSO;Seg;19:30:00;21:00:00;28/11/2022;Sala/anfiteatro aulas;C4.06;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCP, LSS-PL, LS, LS-PL;Modernidade e Questão Social;L6121TP03;SS-PL-A1;28;FALSO;FALSO;Ter;16:30:00;18:00:00;29/11/2022;Sala/anfiteatro aulas;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MIA;Sistemas de Construção I;03824TP03;ARQ-B6, ARQ-B5, ARQ-B4;23;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Laboratório de Informática;D1.04;23;Horário sala visível portal público, Laboratório de Informática
MIA;Sistemas de Construção I;03824TP03;ARQ-B6, ARQ-B5, ARQ-B4;23;FALSO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Laboratório de Informática;D1.04;23;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL;Cálculo I;03703TP05;EI-PL-A2, EI-PL-A1;83;FALSO;VERDADEIRO;Ter;21:00:00;22:30:00;29/11/2022;Sala de Aulas normal;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL;Cálculo I;03703TP05;EI-PL-A2, EI-PL-A1;83;FALSO;VERDADEIRO;Ter;19:30:00;21:00:00;29/11/2022;Sala de Aulas normal;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638T09;GMKA2, GMKA1;75;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP03;CDB1PL;30;FALSO;FALSO;Sáb;14:30:00;16:00:00;03/12/2022;Sala de Aulas normal;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP03;CDB1PL;30;FALSO;FALSO;Sáb;13:00:00;14:30:00;03/12/2022;Sala de Aulas normal;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP03;CDB1PL;30;FALSO;FALSO;Qua;19:30:00;21:00:00;30/11/2022;Sala/anfiteatro aulas;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP03;CDB1PL;30;FALSO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;Sala/anfiteatro aulas;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;FALSO;FALSO;Sex;18:00:00;19:30:00;02/12/2022;Sala de Aulas normal;C5.09;56;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL05;S-PL-C1;38;FALSO;FALSO;Sex;19:30:00;21:00:00;02/12/2022;Sala de Aulas normal;C5.09;56;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
DS;Metodologias Extensivas: Pesquisas Sociológicas Exemplares;00065S01;DSA1;21;VERDADEIRO;FALSO;Seg;18:00:00;20:00:00;28/11/2022;Sala Aulas Mestrado;AA3.30;24;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Matemática I;L0101TP03;EA3;37;FALSO;VERDADEIRO;Sex;08:00:00;09:30:00;02/12/2022;Sala/anfiteatro aulas;;0;
LE;Matemática I;L0101TP03;EA3;37;FALSO;VERDADEIRO;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Matemática I;L0101TP03;EA3;37;FALSO;VERDADEIRO;Qua;08:00:00;09:30:00;30/11/2022;Sala de Aulas normal;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LEI, LEI-PL;Probabilidades e Processos Estocásticos;PPETP02;EI-B9, EI-B8, EI-B7, EI-B12, EI-B11, EI-B10;47;VERDADEIRO;VERDADEIRO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;C4.06;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LEI, LEI-PL;Probabilidades e Processos Estocásticos;PPETP02;EI-B9, EI-B8, EI-B7, EI-B12, EI-B11, EI-B10;47;VERDADEIRO;VERDADEIRO;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;C4.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
DCP;Seminário de Projecto em Ciência Política e Relações Internacionais;03956S01;DCP-A1;17;VERDADEIRO;FALSO;Qua;20:30:00;22:30:00;30/11/2022;Sala Aulas Mestrado;;0;
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL10;GA2;42;FALSO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;2E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Métodos de Investigação;L0947TP02;GRHA2;31;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala/anfiteatro aulas;2E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Métodos de Investigação;L0947TP02;GRHA2;31;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Sala de Aulas normal;2E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI;Electromagnetismo;L2101T01;ET-B9, ET-B8, ET-B7, ET-B6, ET-B5, ET-B4, ET-B3, ET-B2, ET-B12, ET-B11, ET-B10, ET-B1;79;VERDADEIRO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;Auditório 4;250;Sala/anfiteatro aulas, Horário sala visível portal público
DEc, DF;Econometria Avançada I;03089TP01;DFA1, DEA1;12;FALSO;FALSO;Qua;17:30:00;19:00:00;30/11/2022;Sala Aulas Mestrado;AA2.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
DEc, DF;Econometria Avançada I;03089TP01;DFA1, DEA1;12;FALSO;FALSO;Qua;19:00:00;20:30:00;30/11/2022;Sala Aulas Mestrado;AA2.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Cultura e Sociedade;L5408TP03;S-PL-A1;27;FALSO;FALSO;Seg;18:00:00;19:30:00;28/11/2022;Sala de Aulas normal;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Cultura e Sociedade;L5408TP03;S-PL-A1;27;FALSO;FALSO;Seg;19:30:00;21:00:00;28/11/2022;Sala de Aulas normal;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Empreendedorismo;EmpTP01;GC3;45;VERDADEIRO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;1E05;52;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Empreendedorismo;EmpTP01;GC3;45;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;1E05;52;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Laboratório de Ética e Profissão em Serviço Social;00440TP01;SS-PL-B1;30;VERDADEIRO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Laboratório de Ética e Profissão em Serviço Social;00440TP01;SS-PL-B1;30;VERDADEIRO;FALSO;Qua;16:30:00;18:00:00;30/11/2022;Sala de Aulas normal;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Laboratório de Ética e Profissão em Serviço Social;00440TP01;SS-PL-B1;30;VERDADEIRO;FALSO;Ter;19:30:00;21:00:00;29/11/2022;Sala de Aulas normal;2E05;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Desenvolvimento Emocional na Família e na Escola;00124TP01;CI-ECSH 1;51;VERDADEIRO;VERDADEIRO;Seg;20:00:00;22:00:00;28/11/2022;Sala de Aulas normal;1E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Desenvolvimento Emocional na Família e na Escola;00124TP01;CI-ECSH 1;51;VERDADEIRO;VERDADEIRO;Seg;18:00:00;20:00:00;28/11/2022;Sala de Aulas normal;1E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIISTA;Laboratório de Comunicações Ópticas;03355TP01;CI-ISTA-Mest-1, CI-ISTA-Master-1;7;FALSO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Lab ISTA;C6.06;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
CIISTA;Laboratório de Comunicações Ópticas;03355TP01;CI-ISTA-Mest-1, CI-ISTA-Master-1;7;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Lab ISTA;C6.06;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
LCD, LCD-PL;Análise de Redes (1ciclo);03604TP05;CDC2;27;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;BYOD (Bring Your Own Device);D1.05;30;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
LCD, LCD-PL;Análise de Redes (1ciclo);03604TP05;CDC2;27;FALSO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;BYOD (Bring Your Own Device);D1.05;30;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
LCD, LCD-PL;Análise de Redes (1ciclo);03604TP05;CDC2;27;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;BYOD (Bring Your Own Device);D1.05;30;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
LCD, LCD-PL;Análise de Redes (1ciclo);03604TP05;CDC2;27;FALSO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;BYOD (Bring Your Own Device);D1.05;30;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público
DPAGE;Seminário de Projeto em Políticas de Administração e Gestão Escolar;03669S01;DPAGEA1;11;VERDADEIRO;FALSO;Ter;20:30:00;22:30:00;29/11/2022;Sala Aulas Mestrado;AA3.40;30;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Métodos de Investigação;L0947T01;GRHA2, GRHA1;68;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala/anfiteatro aulas;Auditório 1;120;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Desenho de Sistemas de Recompensa e Carreiras;DSRCTP01;GRHB1;50;FALSO;VERDADEIRO;Seg;11:00:00;12:30:00;28/11/2022;Sala/anfiteatro aulas;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Desenho de Sistemas de Recompensa e Carreiras;DSRCTP01;GRHB1;50;FALSO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;C4.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGRH;Desenho de Sistemas de Recompensa e Carreiras;DSRCTP01;GRHB1;50;FALSO;VERDADEIRO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
MEI;Arquitetura e Desenho de Software;03754TP02;MEI-PL-A1;40;VERDADEIRO;VERDADEIRO;Qua;18:00:00;19:30:00;30/11/2022;Laboratório de Informática;D1.04;23;Horário sala visível portal público, Laboratório de Informática
MEI;Arquitetura e Desenho de Software;03754TP02;MEI-PL-A1;40;VERDADEIRO;VERDADEIRO;Qua;19:30:00;21:00:00;30/11/2022;Laboratório de Informática;D1.04;23;Horário sala visível portal público, Laboratório de Informática
MM;Métodos Quantitativos Aplicados ao Marketing;M8557TP01;MMA1;46;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala Aulas Mestrado;;0;
MM;Métodos Quantitativos Aplicados ao Marketing;M8557TP01;MMA1;46;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIESPP;Recursos Humanos na Administração Pública;02136TP01;CI-ESPP-2;42;VERDADEIRO;FALSO;Seg;20:30:00;22:30:00;28/11/2022;Sala de Aulas normal;C2.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Microeconomia;L5004PL16;GiA1;28;FALSO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;80;Sala/anfiteatro aulas, Horário sala visível portal público
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;VERDADEIRO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;80;Sala/anfiteatro aulas, Horário sala visível portal público
MGHT;Gestão de Serviços A Clientes;00894TP01;MGHTA1;32;VERDADEIRO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala Aulas Mestrado;Auditório Afonso de Barros;80;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Arquitectura III;L2245PL02;ARQ-B4, ARQ-B3;16;FALSO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Arq 2;B3.02;87;Sala de Arquitectura, Arq 2, Horário sala visível portal público
MIA;Arquitectura III;L2245PL02;ARQ-B4, ARQ-B3;16;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Arq 2;B3.02;87;Sala de Arquitectura, Arq 2, Horário sala visível portal público
MIA;Arquitectura III;L2245PL02;ARQ-B4, ARQ-B3;16;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Arq 2;B3.02;87;Sala de Arquitectura, Arq 2, Horário sala visível portal público
MIA;Arquitectura III;L2245PL02;ARQ-B4, ARQ-B3;16;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Arq 2;B3.02;87;Sala de Arquitectura, Arq 2, Horário sala visível portal público
MIA;Arquitectura III;L2245PL02;ARQ-B4, ARQ-B3;16;FALSO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Arq 2;B3.02;87;Sala de Arquitectura, Arq 2, Horário sala visível portal público
MIA;Arquitectura III;L2245PL02;ARQ-B4, ARQ-B3;16;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Arq 2;B3.02;87;Sala de Arquitectura, Arq 2, Horário sala visível portal público
LCP, LS, LS-PL;Métodos e Técnicas de Investigação: Intensivos;L5118TP06;CPB2;19;VERDADEIRO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCP, LS, LS-PL;Métodos e Técnicas de Investigação: Intensivos;L5118TP06;CPB2;19;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC;Avaliação e Reestruturação de Empresas;L5036TP03;FCC3;39;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;1E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
MCE;Perspectivas e Teorias das Emoções;00151TP02;MCEA1;27;VERDADEIRO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LP;Psicologia Social;L5200TP06;PA3, PA1;55;FALSO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Sala/anfiteatro aulas;C4.06;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC, LG;Contabilidade de Gestão II;L0644TP08;GB3;40;VERDADEIRO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Macroeconomia;L0236PL07;GB3;39;VERDADEIRO;FALSO;Qua;08:00:00;09:30:00;30/11/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
MG;Planeamento e Inovação em Marketing;01784T04;MGA4;44;VERDADEIRO;VERDADEIRO;Sex;13:00:00;14:30:00;02/12/2022;Sala Aulas Mestrado;C2.02;36;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Planeamento e Inovação em Marketing;01784T04;MGA4;44;VERDADEIRO;VERDADEIRO;Qua;13:00:00;14:30:00;30/11/2022;Sala Aulas Mestrado;Auditório 0NE02-Caiano Pereira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL;Álgebra Linear;03702TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;55;VERDADEIRO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL;Álgebra Linear;03702TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;55;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MPP;Estágio em Políticas Públicas;01717S01;MPPB1;30;VERDADEIRO;FALSO;Qua;20:30:00;22:30:00;30/11/2022;Sala Aulas Mestrado;AA3.40;30;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705PL31;IGE-A6, IGE-A5, IGE-A4;20;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Laboratório de Arquitectura de Computadores II;C7.10;80;Laboratório de Arquitectura de Computadores II, Horário sala visível portal público, Lab ISTA
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL14;IGE-PL-B1;21;VERDADEIRO;FALSO;Qua;19:30:00;21:00:00;30/11/2022;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL14;IGE-PL-B1;21;VERDADEIRO;FALSO;Qua;21:00:00;22:30:00;30/11/2022;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MEInt, MHMC;Globalização e Governação nas Relações Internacionais;02070TP01;MEIA2;35;VERDADEIRO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;C2.02;36;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MMA;Mercado da Arte: Estruturas e Dinâmicas;02395TP01;MMAA1;35;VERDADEIRO;FALSO;Sex;18:00:00;20:00:00;02/12/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC;Cálculo Financeiro;L0103TP01;FCB1;44;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC;Cálculo Financeiro;L0103TP01;FCB1;44;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315TP12;IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1;72;FALSO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala/anfiteatro aulas;Auditório B1.03;204;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC;Investimentos;L0646TP02;FCB2;46;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC;Investimentos;L0646TP02;FCB2;46;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC;Investimentos;L0646TP02;FCB2;46;VERDADEIRO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIISTA;Redes Definidas por Software;03358TP03;CI-ISTA-Master-1;16;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP24;IGE-A9, IGE-A8, IGE-A7, IGE-A12, IGE-A11, IGE-A10;42;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;C4.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MEI;Introdução à Aprendizagem Automática;03766TP02;MEI-A1;38;VERDADEIRO;VERDADEIRO;Ter;13:00:00;14:30:00;29/11/2022;Laboratório de Informática;C5.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MEI;Introdução à Aprendizagem Automática;03766TP02;MEI-A1;38;VERDADEIRO;VERDADEIRO;Ter;14:30:00;16:00:00;29/11/2022;Laboratório de Informática;C5.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
DEc;Seminário de Investigação em Economia II;03106S01;DEB1;2;VERDADEIRO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
DS;A Investigação Sociológica em Portugal;M9003S01;DSA1;22;VERDADEIRO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;AA3.30;24;Sala/anfiteatro aulas, Horário sala visível portal público
CIISTA;Sensores e Atuadores Inteligentes Para a Internet das Coisas (2020);SAIICPL03;CI-ISTA-Mest-1;21;FALSO;FALSO;Ter;19:30:00;21:00:00;29/11/2022;Laboratório de Electrónica;C7.08;86;Laboratório de Electrónica, Horário sala visível portal público, Lab ISTA
MCCTI;Práticas Discursivas;M0117TP03;MCCTI-ICR-A1, MCCTI_A2;56;VERDADEIRO;VERDADEIRO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL15;EA2;23;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala/anfiteatro aulas;C4.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG, LGM, LGIL;Matemática;L5027T02;GA2, GA1, GA3;141;FALSO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;Auditório 2;122;Sala/anfiteatro aulas, Horário sala visível portal público
LCP;Cidadania e Cultura Política;L5164TP02;CPC2;37;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala/anfiteatro aulas;AA3.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCP;Cidadania e Cultura Política;L5164TP02;CPC2;37;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala/anfiteatro aulas;AA3.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP03;GC2;35;FALSO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala/anfiteatro aulas;C4.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP03;GC2;35;FALSO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala/anfiteatro aulas;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP03;GC2;35;FALSO;FALSO;Qua;08:00:00;09:30:00;30/11/2022;Sala/anfiteatro aulas;AA3.28;44;Sala/anfiteatro aulas, Horário sala visível portal público
MSIAD;Sistemas de Informação Analíticos I (2020);03775T01;MSIAD-A1;39;FALSO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;BYOD (Bring Your Own Device);C6.07;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LE;Direito Económico;L0307T01;EB3, EB2, EB1;52;FALSO;VERDADEIRO;Seg;13:00:00;14:30:00;28/11/2022;Sala/anfiteatro aulas;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
CT;Introdução ao Inglês para Negócios;01973TP03;CI-CT-03;25;VERDADEIRO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;C4.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP19;ET-C3, ET-C2, ET-C1;43;VERDADEIRO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MA;Pesquisa / Elaboração de Projeto em Antropologia 1;04037S01;MA-B1;9;VERDADEIRO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Macroeconomia;L0236PL12;GB4;41;VERDADEIRO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Planeamento e Desenvolvimento de Competências;01017T01;CI-ECSH 1;38;FALSO;VERDADEIRO;Qua;20:00:00;22:00:00;30/11/2022;Sala de Aulas normal;;0;
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638T04;GiA2, GiA1;63;FALSO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;Auditório B1.03;204;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIESPP;Métodos de Inquirição Online;01772TP01;CI_ESPP_EN;50;VERDADEIRO;VERDADEIRO;Ter;20:30:00;22:30:00;29/11/2022;Sala de Aulas normal;D1.11;22;Horário sala visível portal público, Laboratório de Informática
